Data,Fajr_Begins,Fajr_Jamah,Sunrise,Zuhr_Begins,Zuhr_Jamah,Asr_Begins,Asr_Jamah,Maghrib_Begins,Maghrib_Jamah,Isha_Begins,Isha_Jamah,City Name
"3 marzo 2026, martedì",5:32:00,5:32:00,7:02:00,12:53:00,12:53:00,15:41:00,15:41:00,18:20:00,18:20:00,19:50:00,19:50:00,vercelli
"4 marzo 2026, mercoledì",5:30:00,5:30:00,7:00:00,12:53:00,12:53:00,15:42:00,15:42:00,18:21:00,18:21:00,19:51:00,19:51:00,vercelli
"5 marzo 2026, giovedì",5:28:00,5:28:00,6:58:00,12:52:30,12:52:30,15:42:15,15:42:15,18:22:00,18:22:00,19:52:00,19:52:00,vercelli
"6 marzo 2026, venerdì",5:26:00,5:26:00,6:56:00,12:52:00,12:52:00,15:42:30,15:42:30,18:24:00,18:24:00,19:54:00,19:54:00,vercelli
"7 marzo 2026, sabato",5:24:00,5:24:00,6:54:00,12:51:30,12:51:30,15:42:45,15:42:45,18:25:00,18:25:00,19:55:00,19:55:00,vercelli
"8 marzo 2026, domenica",5:23:00,5:23:00,6:53:00,12:52:00,12:52:00,15:44:00,15:44:00,18:26:00,18:26:00,19:56:00,19:56:00,vercelli
"9 marzo 2026, lunedì",5:21:00,5:21:00,6:51:00,12:51:30,12:51:30,15:44:15,15:44:15,18:28:00,18:28:00,19:58:00,19:58:00,vercelli
"10 marzo 2026, martedì",5:19:00,5:19:00,6:49:00,12:51:30,12:51:30,15:45:15,15:45:15,18:29:00,18:29:00,19:59:00,19:59:00,vercelli
"11 marzo 2026, mercoledì",5:17:00,5:17:00,6:47:00,12:51:00,12:51:00,15:45:30,15:45:30,18:30:00,18:30:00,20:00:00,20:00:00,vercelli
"12 marzo 2026, giovedì",5:15:00,5:15:00,6:45:00,12:50:30,12:50:30,15:45:45,15:45:45,18:32:00,18:32:00,20:02:00,20:02:00,vercelli
"13 marzo 2026, venerdì",5:13:00,5:13:00,6:43:00,12:50:00,12:50:00,15:46:00,15:46:00,18:33:00,18:33:00,20:03:00,20:03:00,vercelli
"14 marzo 2026, sabato",5:12:00,5:12:00,6:42:00,12:50:30,12:50:30,15:47:15,15:47:15,18:34:00,18:34:00,20:04:00,20:04:00,vercelli
"15 marzo 2026, domenica",5:10:00,5:10:00,6:40:00,12:50:30,12:50:30,15:48:15,15:48:15,18:36:00,18:36:00,20:06:00,20:06:00,vercelli
"16 marzo 2026, lunedì",5:08:00,5:08:00,6:38:00,12:50:00,12:50:00,15:48:30,15:48:30,18:37:00,18:37:00,20:07:00,20:07:00,vercelli
"17 marzo 2026, martedì",5:06:00,5:06:00,6:36:00,12:49:30,12:49:30,15:48:45,15:48:45,18:38:00,18:38:00,20:08:00,20:08:00,vercelli
"18 marzo 2026, mercoledì",5:04:00,5:04:00,6:34:00,12:49:00,12:49:00,15:49:00,15:49:00,18:40:00,18:40:00,20:10:00,20:10:00,vercelli
"19 marzo 2026, giovedì",5:02:00,5:02:00,6:32:00,12:48:30,12:48:30,15:49:15,15:49:15,18:41:00,18:41:00,20:11:00,20:11:00,vercelli
"19 febbraio 2026, giovedì",5:42:00,5:42:00,7:12:00,12:44:30,12:44:30,15:23:15,15:23:15,17:52:00,17:52:00,19:22:00,19:22:00,verona
"20 febbraio 2026, venerdì",5:40:00,5:40:00,7:10:00,12:44:00,12:44:00,15:23:30,15:23:30,17:54:00,17:54:00,19:24:00,19:24:00,verona
"21 febbraio 2026, sabato",5:39:00,5:39:00,7:09:00,12:44:30,12:44:30,15:24:45,15:24:45,17:55:00,17:55:00,19:25:00,19:25:00,verona
"22 febbraio 2026, domenica",5:37:00,5:37:00,7:07:00,12:44:00,12:44:00,15:25:00,15:25:00,17:57:00,17:57:00,19:27:00,19:27:00,verona
"23 febbraio 2026, lunedì",5:35:00,5:35:00,7:05:00,12:43:30,12:43:30,15:25:15,15:25:15,17:58:00,17:58:00,19:28:00,19:28:00,verona
"24 febbraio 2026, martedì",5:34:00,5:34:00,7:04:00,12:44:00,12:44:00,15:26:30,15:26:30,17:59:00,17:59:00,19:29:00,19:29:00,verona
"25 febbraio 2026, mercoledì",5:32:00,5:32:00,7:02:00,12:43:30,12:43:30,15:26:45,15:26:45,18:01:00,18:01:00,19:31:00,19:31:00,verona
"26 febbraio 2026, giovedì",5:30:00,5:30:00,7:00:00,12:43:30,12:43:30,15:27:45,15:27:45,18:02:00,18:02:00,19:32:00,19:32:00,verona
"27 febbraio 2026, venerdì",5:28:00,5:28:00,6:58:00,12:43:00,12:43:00,15:28:00,15:28:00,18:04:00,18:04:00,19:34:00,19:34:00,verona
"28 febbraio 2026, sabato",5:27:00,5:27:00,6:57:00,12:43:30,12:43:30,15:29:15,15:29:15,18:05:00,18:05:00,19:35:00,19:35:00,verona
"1 marzo 2026, domenica",5:25:00,5:25:00,6:55:00,12:43:00,12:43:00,15:29:30,15:29:30,18:06:00,18:06:00,19:36:00,19:36:00,verona
"2 marzo 2026, lunedì",5:23:00,5:23:00,6:53:00,12:42:30,12:42:30,15:29:45,15:29:45,18:08:00,18:08:00,19:38:00,19:38:00,verona
"3 marzo 2026, martedì",5:21:00,5:21:00,6:51:00,12:42:00,12:42:00,15:30:00,15:30:00,18:09:00,18:09:00,19:39:00,19:39:00,verona
"4 marzo 2026, mercoledì",5:20:00,5:20:00,6:50:00,12:42:30,12:42:30,15:31:15,15:31:15,18:11:00,18:11:00,19:41:00,19:41:00,verona
"5 marzo 2026, giovedì",5:18:00,5:18:00,6:48:00,12:42:30,12:42:30,15:32:15,15:32:15,18:12:00,18:12:00,19:42:00,19:42:00,verona
"6 marzo 2026, venerdì",5:16:00,5:16:00,6:46:00,12:42:00,12:42:00,15:32:30,15:32:30,18:13:00,18:13:00,19:43:00,19:43:00,verona
"7 marzo 2026, sabato",5:14:00,5:14:00,6:44:00,12:41:30,12:41:30,15:32:45,15:32:45,18:15:00,18:15:00,19:45:00,19:45:00,verona
"8 marzo 2026, domenica",5:12:00,5:12:00,6:42:00,12:41:00,12:41:00,15:33:00,15:33:00,18:16:00,18:16:00,19:46:00,19:46:00,verona
"9 marzo 2026, lunedì",5:11:00,5:11:00,6:41:00,12:41:30,12:41:30,15:34:15,15:34:15,18:17:00,18:17:00,19:47:00,19:47:00,verona
"10 marzo 2026, martedì",5:09:00,5:09:00,6:39:00,12:41:00,12:41:00,15:34:30,15:34:30,18:19:00,18:19:00,19:49:00,19:49:00,verona
"11 marzo 2026, mercoledì",5:07:00,5:07:00,6:37:00,12:41:00,12:41:00,15:35:30,15:35:30,18:20:00,18:20:00,19:50:00,19:50:00,verona
"12 marzo 2026, giovedì",5:05:00,5:05:00,6:35:00,12:40:30,12:40:30,15:35:45,15:35:45,18:21:00,18:21:00,19:51:00,19:51:00,verona
"13 marzo 2026, venerdì",5:03:00,5:03:00,6:33:00,12:40:00,12:40:00,15:36:00,15:36:00,18:23:00,18:23:00,19:53:00,19:53:00,verona
"14 marzo 2026, sabato",5:01:00,5:01:00,6:31:00,12:39:30,12:39:30,15:36:15,15:36:15,18:24:00,18:24:00,19:54:00,19:54:00,verona
"15 marzo 2026, domenica",4:59:00,4:59:00,6:29:00,12:39:00,12:39:00,15:36:30,15:36:30,18:25:00,18:25:00,19:55:00,19:55:00,verona
"16 marzo 2026, lunedì",4:57:00,4:57:00,6:27:00,12:39:00,12:39:00,15:37:30,15:37:30,18:27:00,18:27:00,19:57:00,19:57:00,verona
"17 marzo 2026, martedì",4:56:00,4:56:00,6:26:00,12:39:30,12:39:30,15:38:45,15:38:45,18:28:00,18:28:00,19:58:00,19:58:00,verona
"18 marzo 2026, mercoledì",4:54:00,4:54:00,6:24:00,12:39:00,12:39:00,15:39:00,15:39:00,18:29:00,18:29:00,19:59:00,19:59:00,verona
"19 marzo 2026, giovedì",4:52:00,4:52:00,6:22:00,12:38:30,12:38:30,15:39:15,15:39:15,18:31:00,18:31:00,20:01:00,20:01:00,verona
